Incident_ID;Agency;Offense;Street;City;State;Zipcode;Forcible;Date_of_Report;Hour_of_Report;Date_of_Occurrence;Hour_of_Occurrence;Date_Found;Hour_Found;Reported_As;Premise_Description;Weapon_Description;Victim_Age;Victim_Race;Victim_Gender;Latitude;Longitude;geo_point_2d
117603;CHPD;ASSAULT ON FEMALE;1109 S COLUMBIA ST;CHAPEL HILL;NC;27516;Y;2015-10-06;8:00:00 PM;2015-10-06;8:00:00 PM;2015-10-06;8:00:00 PM;SEXUAL ASSAULT;HOME OF VICTIM - SINGLE FAMILY;;56;B;F;35.89496944;-79.05803789;35.89496944,-79.05803789
175308;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27514;;2019-10-06;9:39:00 PM;2019-10-06;5:00:00 PM;2019-10-06;5:03:00 PM;SEXUAL ASSAULT;;;;B;F;;;
174338;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27517;;2019-09-08;7:00:00 PM;2019-09-06;8:00:00 AM;2019-09-08;7:00:00 PM;SEXUAL ASSAULT;;;;A;F;;;
163413;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27707;Y;2018-10-03;7:42:00 PM;2018-10-03;7:42:00 PM;2018-10-03;7:42:00 PM;SEXUAL ASSAULT;HIGHWAY/ROAD/STREET  ETC.;;32;B;F;;;
159198;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27517;Y;2018-06-18;4:42:00 PM;2018-06-13;1:00:00 AM;2018-06-18;4:42:00 PM;SEXUAL ASSAULT;HOME OF VICTIM - SINGLE FAMILY;;;W;F;;;
147103;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27516;;2017-07-25;12:13:00 PM;2017-07-04;10:00:00 PM;2017-07-05;2:00:00 AM;SEXUAL ASSAULT;HOME OF VICTIM - OTHER DWELLING;;;W;F;;;
138538;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;;;;;2017-01-09;10:29:00 AM;2017-01-09;10:29:00 AM;2017-01-09;10:29:00 AM;SEXUAL ASSAULT;HOME OF VICTIM - OTHER DWELLING;;;W;F;;;
138537;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27516;;2017-01-09;10:29:00 AM;2017-01-09;10:29:00 AM;2017-01-09;10:29:00 AM;SEXUAL ASSAULT;HOME OF VICTIM - SINGLE FAMILY;;;B;F;;;
176457;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27516;;2019-11-10;12:57:00 PM;2017-01-01;12:00:00 PM;2019-11-10;12:57:00 PM;SEXUAL ASSAULT;;;;W;F;;;
132626;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27516;Y;2016-08-29;1:04:00 PM;2016-08-29;1:00:00 PM;2016-08-29;1:04:00 PM;SEXUAL ASSAULT;HOME OF VICTIM - SINGLE FAMILY;;;B;F;;;
170452;CHPD;ASSUALT WITH SEXUAL MOTIVE;XX;CHAPEL HILL;NC;27516;;2019-05-04;11:04:00 AM;2014-12-21;11:04:00 AM;2016-06-01;11:04:00 AM;SEXUAL ASSAULT;;;;A;F;;;
161683;CHPD;COMMUNICATING THREATS;450 W FRANKLIN ST;CHAPEL HILL;NC;27516;N;2018-08-19;11:27:00 AM;2018-08-19;2:00:00 AM;2018-08-19;11:27:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;29;W;M;35.91042407;-79.06290248;35.91042407,-79.06290248
160460;CHPD;COMMUNICATING THREATS;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;Y;2018-07-17;9:00:00 AM;2018-07-17;8:00:00 AM;2018-07-17;8:33:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;46;W;M;35.91380427;-79.05402597;35.91380427,-79.05402597
138225;CHPD;COMMUNICATING THREATS;116 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;N;2017-01-01;2:44:00 PM;2017-01-01;2:44:00 PM;2017-01-01;2:44:00 PM;THREATENING;HOME OF VICTIM - SINGLE FAMILY;;63;B;M;35.94418616;-79.05768393;35.94418616,-79.05768393
145912;CHPD;COMMUNICATING THREATS -INTIMIDATION;1207 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;;2017-06-25;10:13:00 AM;2017-06-25;10:13:00 AM;2017-06-25;10:13:00 AM;THREATENING;OTHER RETAIL ESTABLISHMENT;;55;W;M;35.94644072;-79.05835784;35.94644072,-79.05835784
175468;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;;2019-10-12;12:56:00 AM;2019-10-12;12:45:00 AM;2019-10-12;12:56:00 AM;THREATENING;;;42;W;M;35.92689392;-79.05292819;35.92689392,-79.05292819
174843;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;500 N COLUMBIA ST;CHAPEL HILL;NC;27516;;2019-09-23;5:57:00 PM;2019-09-23;5:50:00 PM;2019-09-23;5:57:00 PM;THREATENING;;;23;B;F;35.91757638;-79.05810387;35.91757638,-79.05810387
165855;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;1315 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;;2018-12-12;7:07:00 AM;2018-12-12;7:00:00 AM;2018-12-12;7:07:00 AM;THREATENING;;;58;B;M;35.95157217;-79.05881431;35.95157217,-79.05881431
165176;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;200 WESTMINSTER DR;CHAPEL HILL;NC;27514;N;2018-11-21;11:02:00 AM;2018-11-21;10:41:00 AM;2018-11-21;11:02:00 AM;THREATENING;PARKING LOT/AREA;;26;W;M;35.96146404;-79.05518354;35.96146404,-79.05518354
156500;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;N;2018-04-05;5:53:00 PM;2018-04-05;5:53:00 PM;2018-04-05;5:53:00 PM;THREATENING;HOME OF VICTIM - OTHER DWELLING;;27;W;F;35.92732711;-79.05385898;35.92732711,-79.05385898
154186;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;800 PRITCHARD AVE EXT;CHAPEL HILL;NC;27516;N;2018-01-30;3:09:00 PM;2018-01-30;3:09:00 PM;2018-01-30;3:09:00 PM;THREATENING;PARKING LOT/AREA;;18;B;M;35.92018739;-79.0611484;35.92018739,-79.0611484
153707;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;202 EMILY RD/FARRINGTON DR;CHAPEL HILL;NC;27514;N;2018-01-16;1:03:00 PM;2018-01-16;12:55:00 PM;2018-01-16;1:00:00 PM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;;;;35.95419161;-79.04251458;35.95419161,-79.04251458
145691;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;N;2017-06-19;10:16:00 AM;2017-06-19;10:10:00 AM;2017-06-19;10:11:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;48;B;M;35.94685878;-79.05843376;35.94685878,-79.05843376
144584;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;Y;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;THREATENING;PHARMACY;;18;W;F;35.91310533;-79.05525152;35.91310533,-79.05525152
132330;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;219 N ROBERSON ST;CHAPEL HILL;NC;27516;N;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;THREATENING;HOME OF VICTIM - OTHER DWELLING;;67;B;M;35.91281839;-79.0642767;35.91281839,-79.0642767
125540;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;120 N COLUMBIA ST;CHAPEL HILL;NC;27514;Y;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;THREATENING;ALL OTHER;;31;W;F;35.91366371;-79.05598672;35.91366371,-79.05598672
123086;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;100  E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;52;W;M;35.91304822;-79.05542482;35.91304822,-79.05542482
121740;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;130 S ESTES DR;CHAPEL HILL;NC;27514;N;2016-01-12;8:53:00 PM;2016-01-12;8:30:00 PM;2016-01-12;8:53:00 PM;THREATENING;OTHER RESIDENCE - OTHER DWELLING;;22;W;M;35.92756254;-79.03026426;35.92756254,-79.03026426
120442;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;111 CALDWELL ST;CHAPEL HILL;NC;27516;Y;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;THREATENING;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;29;B;F;35.9177367;-79.06020514;35.9177367,-79.06020514
145691;CHPD;THREATENING;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;N;2017-06-19;10:16:00 AM;2017-06-19;10:10:00 AM;2017-06-19;10:11:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;48;B;M;35.94685878;-79.05843376;35.94685878,-79.05843376
144584;CHPD;THREATENING;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;Y;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;THREATENING;PHARMACY;;18;W;F;35.91310533;-79.05525152;35.91310533,-79.05525152
132330;CHPD;THREATENING;219 N ROBERSON ST;CHAPEL HILL;NC;27516;N;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;THREATENING;HOME OF VICTIM - OTHER DWELLING;;67;B;M;35.91281839;-79.0642767;35.91281839,-79.0642767
125540;CHPD;THREATENING;120 N COLUMBIA ST;CHAPEL HILL;NC;27514;Y;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;THREATENING;ALL OTHER;;31;W;F;35.91366371;-79.05598672;35.91366371,-79.05598672
123086;CHPD;THREATENING;100  E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;52;W;M;35.91304822;-79.05542482;35.91304822,-79.05542482
121740;CHPD;THREATENING;130 S ESTES DR;CHAPEL HILL;NC;27514;N;2016-01-12;8:53:00 PM;2016-01-12;8:30:00 PM;2016-01-12;8:53:00 PM;THREATENING;OTHER RESIDENCE - OTHER DWELLING;;22;W;M;35.92756254;-79.03026426;35.92756254,-79.03026426
120442;CHPD;THREATENING;111 CALDWELL ST;CHAPEL HILL;NC;27516;Y;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;THREATENING;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;29;B;F;35.9177367;-79.06020514;35.9177367,-79.06020514
145691;CHPD;DEATH THREATS;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;N;2017-06-19;10:16:00 AM;2017-06-19;10:10:00 AM;2017-06-19;10:11:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;48;B;M;35.94685878;-79.05843376;35.94685878,-79.05843376
144584;CHPD;DEATH THREATS;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;Y;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;THREATENING;PHARMACY;;18;W;F;35.91310533;-79.05525152;35.91310533,-79.05525152
132330;CHPD;DEATH THREATS;219 N ROBERSON ST;CHAPEL HILL;NC;27516;N;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;THREATENING;HOME OF VICTIM - OTHER DWELLING;;67;B;M;35.91281839;-79.0642767;35.91281839,-79.0642767
125540;CHPD;DEATH THREATS;120 N COLUMBIA ST;CHAPEL HILL;NC;27514;Y;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;THREATENING;ALL OTHER;;31;W;F;35.91366371;-79.05598672;35.91366371,-79.05598672
123086;CHPD;DEATH THREATS;100  E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;52;W;M;35.91304822;-79.05542482;35.91304822,-79.05542482
121740;CHPD;DEATH THREATS;130 S ESTES DR;CHAPEL HILL;NC;27514;N;2016-01-12;8:53:00 PM;2016-01-12;8:30:00 PM;2016-01-12;8:53:00 PM;THREATENING;OTHER RESIDENCE - OTHER DWELLING;;22;W;M;35.92756254;-79.03026426;35.92756254,-79.03026426
120442;CHPD;DEATH THREATS;111 CALDWELL ST;CHAPEL HILL;NC;27516;Y;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;THREATENING;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;29;B;F;35.9177367;-79.06020514;35.9177367,-79.06020514
145691;CHPD;THREATS;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;N;2017-06-19;10:16:00 AM;2017-06-19;10:10:00 AM;2017-06-19;10:11:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;48;B;M;35.94685878;-79.05843376;35.94685878,-79.05843376
144584;CHPD;THREATS;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;Y;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;2017-05-22;3:57:00 PM;THREATENING;PHARMACY;;18;W;F;35.91310533;-79.05525152;35.91310533,-79.05525152
132330;CHPD;THREATS;219 N ROBERSON ST;CHAPEL HILL;NC;27516;N;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;2016-08-22;5:56:00 PM;THREATENING;HOME OF VICTIM - OTHER DWELLING;;67;B;M;35.91281839;-79.0642767;35.91281839,-79.0642767
125540;CHPD;THREATS;120 N COLUMBIA ST;CHAPEL HILL;NC;27514;Y;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;2016-03-28;1:24:00 PM;THREATENING;ALL OTHER;;31;W;F;35.91366371;-79.05598672;35.91366371,-79.05598672
123086;CHPD;THREATS;100  E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;2016-02-11;10:40:00 AM;THREATENING;HIGHWAY/ROAD/STREET  ETC.;;52;W;M;35.91304822;-79.05542482;35.91304822,-79.05542482
121740;CHPD;THREATS;130 S ESTES DR;CHAPEL HILL;NC;27514;N;2016-01-12;8:53:00 PM;2016-01-12;8:30:00 PM;2016-01-12;8:53:00 PM;THREATENING;OTHER RESIDENCE - OTHER DWELLING;;22;W;M;35.92756254;-79.03026426;35.92756254,-79.03026426
120442;CHPD;THREATS;111 CALDWELL ST;CHAPEL HILL;NC;27516;Y;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;2015-12-11;6:55:00 AM;THREATENING;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;29;B;F;35.9177367;-79.06020514;35.9177367,-79.06020514
176214;CHPD;DOMESTIC SIMPLE  ASSAULT;XX;CHAPEL HILL;NC;27517;;2019-11-02;3:31:00 PM;2019-11-02;3:20:00 PM;2019-11-02;3:20:00 PM;ASSAULT / ATTACK;;;;W;M;;;
175518;CHPD;DOMESTIC SIMPLE  ASSAULT;1800 E FRANKLIN ST;CHAPEL HILL;NC;27514;;2019-10-13;7:58:00 PM;2019-10-13;7:52:00 PM;2019-10-13;7:58:00 PM;ASSAULT / ATTACK;;;34;B;M;35.93590203;-79.02656986;35.93590203,-79.02656986
174307;CHPD;DOMESTIC SIMPLE  ASSAULT;206 W CAMERON AVE;CHAPEL HILL;NC;27516;;2019-09-07;9:34:00 PM;2019-09-07;9:34:00 PM;2019-09-07;9:34:00 PM;ASSAULT / ATTACK;;;;W;M;35.91032133;-79.05631665;35.91032133,-79.05631665
174235;CHPD;DOMESTIC SIMPLE  ASSAULT;3 MINT SPRINGS LN;CHAPEL HILL;NC;27514;;2019-09-05;4:43:00 PM;2019-09-05;4:30:00 PM;2019-09-05;4:30:00 PM;ASSAULT / ATTACK;;;56;W;M;35.91900922;-79.0491653;35.91900922,-79.0491653
173910;CHPD;DOMESTIC SIMPLE  ASSAULT;409 W FRANKLIN ST;CHAPEL HILL;NC;27516;;2019-08-27;8:05:00 AM;2019-08-27;8:03:00 AM;2019-08-27;8:05:00 AM;ASSAULT / ATTACK;;;30;B;F;35.91079907;-79.06115274;35.91079907,-79.06115274
168858;CHPD;DOMESTIC SIMPLE  ASSAULT;3 HOLLOWAY LN;CHAPEL HILL;NC;27514;;2019-03-16;5:58:00 AM;2019-03-16;5:58:00 AM;2019-03-16;5:58:00 AM;ASSAULT / ATTACK;;;20;W;F;35.92520483;-79.03869076;35.92520483,-79.03869076
168882;CHPD;DOMESTIC SIMPLE  ASSAULT;5639 OLD CHAPEL HILL RD;DURHAM;NC;27707;;2019-03-16;6:25:00 PM;2019-03-16;6:00:00 PM;2019-03-16;6:25:00 PM;ASSAULT / ATTACK;;;;B;F;35.942868;-79.001676;35.942868,-79.001676
167818;CHPD;DOMESTIC SIMPLE  ASSAULT;111 ISLEY ST;CHAPEL HILL;NC;27516;;2019-02-12;8:35:00 PM;2019-02-12;8:30:00 PM;2019-02-12;8:35:00 PM;ASSAULT / ATTACK;;;;W;M;35.91911004;-79.05795939;35.91911004,-79.05795939
162346;CHPD;DOMESTIC SIMPLE  ASSAULT;2505 HOMESTEAD RD;CHAPEL HILL;NC;27516;Y;2018-09-04;7:27:00 AM;2018-09-04;7:20:00 AM;2018-09-04;7:27:00 AM;ASSAULT / ATTACK;OTHER RESIDENCE - OTHER DWELLING;;45;W;F;35.95145508;-79.06457394;35.95145508,-79.06457394
160032;CHPD;DOMESTIC SIMPLE  ASSAULT;1301 FORDHAM BLVD;CHAPEL HILL;NC;27517;N;2018-07-05;12:20:00 AM;2018-07-05;12:10:00 AM;2018-07-05;12:20:00 AM;ASSAULT / ATTACK;HOTEL/MOTEL;;48;W;F;35.93626464;-79.02344224;35.93626464,-79.02344224
157273;CHPD;DOMESTIC SIMPLE  ASSAULT;108 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;Y;2018-04-26;12:02:00 AM;2018-04-26;12:02:00 AM;2018-04-26;12:02:00 AM;ASSAULT / ATTACK;HOME OF VICTIM - OTHER DWELLING;;50;B;F;35.94417581;-79.05778402;35.94417581,-79.05778402
155050;CHPD;DOMESTIC SIMPLE  ASSAULT;122 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;Y;2018-02-23;6:59:00 PM;2018-02-23;6:59:00 PM;2018-02-23;6:59:00 PM;ASSAULT / ATTACK;HOME OF VICTIM - OTHER DWELLING;;33;B;F;35.94419408;-79.0576092;35.94419408,-79.0576092
154391;CHPD;DOMESTIC SIMPLE  ASSAULT;231 HILLCREST CIR;CHAPEL HILL;NC;27514;Y;2018-02-05;2:59:00 PM;2018-02-04;11:00:00 PM;2018-02-04;11:05:00 PM;ASSAULT / ATTACK;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;60;W;M;35.92191511;-79.03343264;35.92191511,-79.03343264
152929;CHPD;DOMESTIC SIMPLE  ASSAULT;129 DIXIE DR;CHAPEL HILL;NC;27514;Y;2017-12-20;6:40:00 PM;2017-12-20;6:29:00 PM;2017-12-20;6:40:00 PM;ASSAULT / ATTACK;HOME OF VICTIM - SINGLE FAMILY;;59;W;M;35.94910209;-79.05523716;35.94910209,-79.05523716
150827;CHPD;DOMESTIC SIMPLE  ASSAULT;1105 NC 54;CHAPEL HILL;NC;27514;Y;2017-10-22;5:08:00 PM;2017-10-22;5:00:00 PM;2017-10-22;5:08:00 PM;ASSAULT / ATTACK;HOME OF OFFENDER - OTHER DWELL;;23;W;M;35.89958948;-79.06842429;35.89958948,-79.06842429
149067;CHPD;DOMESTIC SIMPLE  ASSAULT;213 PINEGATE CIR;CHAPEL HILL;NC;27514;;2017-09-10;2:08:00 PM;2017-09-10;2:07:00 PM;2017-09-10;2:08:00 PM;ASSAULT / ATTACK;HOME OF VICTIM - OTHER DWELLING;;57;B;M;35.94850758;-79.01003648;35.94850758,-79.01003648
143255;CHPD;SIMPLE ATTACK;220 ELIZABETH ST;CHAPEL HILL;NC;27514;Y;2017-04-21;11:47:00 PM;2017-04-21;11:47:00 PM;2017-04-21;11:47:00 PM;ASSAULT / ATTACK;PARKING LOT/AREA;;24;W;F;35.92602452;-79.04177863;35.92602452,-79.04177863
139764;CHPD;SIMPLE ATTACK;157 E ROSEMARY ST;CHAPEL HILL;NC;27514;N;2017-02-03;2:16:00 AM;2017-02-03;2:10:00 AM;2017-02-03;2:16:00 AM;ASSAULT / ATTACK;OTHER RETAIL ESTABLISHMENT;;;B;F;35.91507065;-79.05379718;35.91507065,-79.05379718
138071;CHPD;SIMPLE ATTACK;211 MELVILLE LOOP;CHAPEL HILL;NC;27514;N;2016-12-28;9:34:00 PM;2016-12-28;9:33:00 PM;2016-12-28;9:34:00 PM;ASSAULT / ATTACK;HOME OF OFFENDER - OTHER DWELL;;25;W;F;35.9472246;-79.01687347;35.9472246,-79.01687347
137633;CHPD;SIMPLE ATTACK;529 HILLSBOROUGH ST;CHAPEL HILL;NC;27514;Y;2016-12-16;9:56:00 PM;2016-12-16;9:56:00 PM;2016-12-16;9:56:00 PM;ASSAULT / ATTACK;HOME OF VICTIM - OTHER DWELLING;;31;B;M;35.92308389;-79.05158059;35.92308389,-79.05158059
136848;CHPD;SIMPLE ATTACK;110 N GRAHAM ST;CHAPEL HILL;NC;27516;Y;2016-11-28;4:14:00 PM;2016-11-28;3:45:00 PM;2016-11-28;4:14:00 PM;ASSAULT / ATTACK;HIGHWAY/ROAD/STREET  ETC.;;29;B;M;35.91046736;-79.06453063;35.91046736,-79.06453063
132139;CHPD;ASSAULT;320 W FRANKLIN ST;CHAPEL HILL;NC;27516;Y;2016-08-18;11:12:00 PM;2016-08-18;11:12:00 PM;2016-08-18;11:12:00 PM;ASSAULT / ATTACK;PARKING LOT/AREA;;47;W;F;35.91149282;-79.06057579;35.91149282,-79.06057579
131237;CHPD;ASSAULT;103 CREEL ST;CHAPEL HILL;NC;27516;Y;2016-07-30;8:14:00 PM;2016-07-30;8:14:00 PM;2016-07-30;8:14:00 PM;ASSAULT / ATTACK;HIGHWAY/ROAD/STREET  ETC.;;18;B;F;35.90514946;-79.06622232;35.90514946,-79.06622232
176214;CHPD;ASSAULT;XX;CHAPEL HILL;NC;27517;;2019-11-02;3:31:00 PM;2019-11-02;3:20:00 PM;2019-11-02;3:20:00 PM;ASSAULT / ATTACK;;;;W;M;;;
175518;CHPD;ASSAULT;1800 E FRANKLIN ST;CHAPEL HILL;NC;27514;;2019-10-13;7:58:00 PM;2019-10-13;7:52:00 PM;2019-10-13;7:58:00 PM;ASSAULT / ATTACK;;;34;B;M;35.93590203;-79.02656986;35.93590203,-79.02656986
174307;CHPD;ASSAULT;206 W CAMERON AVE;CHAPEL HILL;NC;27516;;2019-09-07;9:34:00 PM;2019-09-07;9:34:00 PM;2019-09-07;9:34:00 PM;ASSAULT / ATTACK;;;;W;M;35.91032133;-79.05631665;35.91032133,-79.05631665
174235;CHPD;ASSAULT;3 MINT SPRINGS LN;CHAPEL HILL;NC;27514;;2019-09-05;4:43:00 PM;2019-09-05;4:30:00 PM;2019-09-05;4:30:00 PM;ASSAULT / ATTACK;;;56;W;M;35.91900922;-79.0491653;35.91900922,-79.0491653
173910;CHPD;ASSAULT;409 W FRANKLIN ST;CHAPEL HILL;NC;27516;;2019-08-27;8:05:00 AM;2019-08-27;8:03:00 AM;2019-08-27;8:05:00 AM;ASSAULT / ATTACK;;;30;B;F;35.91079907;-79.06115274;35.91079907,-79.06115274
168858;CHPD;ASSAULT;3 HOLLOWAY LN;CHAPEL HILL;NC;27514;;2019-03-16;5:58:00 AM;2019-03-16;5:58:00 AM;2019-03-16;5:58:00 AM;ASSAULT / ATTACK;;;20;W;F;35.92520483;-79.03869076;35.92520483,-79.03869076
168882;CHPD;ASSAULT;5639 OLD CHAPEL HILL RD;DURHAM;NC;27707;;2019-03-16;6:25:00 PM;2019-03-16;6:00:00 PM;2019-03-16;6:25:00 PM;ASSAULT / ATTACK;;;;B;F;35.942868;-79.001676;35.942868,-79.001676
167818;CHPD;DOMESTIC SIMPLE  ASSAULT;111 ISLEY ST;CHAPEL HILL;NC;27516;;2019-02-12;8:35:00 PM;2019-02-12;8:30:00 PM;2019-02-12;8:35:00 PM;ASSAULT / ATTACK;;;;W;M;35.91911004;-79.05795939;35.91911004,-79.05795939
162346;CHPD;DOMESTIC SIMPLE  ASSAULT;2505 HOMESTEAD RD;CHAPEL HILL;NC;27516;Y;2018-09-04;7:27:00 AM;2018-09-04;7:20:00 AM;2018-09-04;7:27:00 AM;ASSAULT / ATTACK;OTHER RESIDENCE - OTHER DWELLING;;45;W;F;35.95145508;-79.06457394;35.95145508,-79.06457394
160032;CHPD;DOMESTIC SIMPLE  ASSAULT;1301 FORDHAM BLVD;CHAPEL HILL;NC;27517;N;2018-07-05;12:20:00 AM;2018-07-05;12:10:00 AM;2018-07-05;12:20:00 AM;ASSAULT / ATTACK;HOTEL/MOTEL;;48;W;F;35.93626464;-79.02344224;35.93626464,-79.02344224
174465;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27516;;2019-09-13;2:53:00 AM;2019-09-13;2:51:00 AM;2019-09-13;2:53:00 AM;SEXUAL ASSAULT;;;;W;F;;;
174187;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27514;;2019-09-04;6:01:00 AM;2019-09-04;4:00:00 AM;2019-09-04;6:01:00 AM;SEXUAL ASSAULT;;;;W;F;;;
173078;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27516;;2019-07-29;6:57:00 PM;2019-07-29;12:00:00 PM;2019-07-29;12:00:00 PM;SEXUAL ASSAULT;;;;W;M;;;
172647;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27514;;2019-07-15;4:53:00 PM;2019-06-28;11:00:00 AM;2019-06-28;11:05:00 AM;SEXUAL ASSAULT;;;;W;F;;;
167685;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27516;;2019-02-08;11:30:00 PM;2018-12-06;1:30:00 AM;2019-02-08;11:30:00 PM;SEXUAL ASSAULT;;;;W;F;;;
163190;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27516;Y;2018-09-29;1:49:00 AM;2018-09-29;1:49:00 AM;2018-09-29;1:49:00 AM;SEXUAL ASSAULT;OTHER RESIDENCE - OTHER DWELLING;;;W;F;;;
160785;CHPD;FORCIBLE RAPE;XX;CHAPEL HILL;NC;27516;N;2018-07-27;8:49:00 AM;2018-07-26;10:00:00 PM;2018-07-27;8:49:00 AM;SEXUAL ASSAULT;OPEN LAND AREAS;;;W;F;;;
